
SetupTitle, Transfer(1)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vgs
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Ids
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/21/2020 18:17:07
MetaData, TestRecord.TestTarget, 0413D56
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 2a93242d-820d-4fe0-9040-b0453cee41d5
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgs
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ids
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.3E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 7.4E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -4.4596583361149891E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -4.4596583361149891E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -4.4596583361149891E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -4.4596583361149891E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -4.4596583361149891E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vgs, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=50 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=Vds, Start=10 mV, Stop=30 mV, Step=20 mV, No. of Steps=2, Compliance=50 mA, Pwr Comp=OFF
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vds	0.01,0.03	0.01	0.02	2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer(1)
Dimension1, 402, 402
Dimension2, 2, 2
DataName, Vgs, Ids
DataValue, -5, 1.0891000000000002E-10
DataValue, -4.95, 5.40406E-11
DataValue, -4.9, 4.20812E-11
DataValue, -4.8500000000000005, 3.74782E-11
DataValue, -4.8, 3.47464E-11
DataValue, -4.75, 3.3118E-11
DataValue, -4.7, 3.33872E-11
DataValue, -4.65, 3.4247399999999996E-11
DataValue, -4.6000000000000005, 3.32872E-11
DataValue, -4.55, 3.60706E-11
DataValue, -4.5, 3.79976E-11
DataValue, -4.45, 3.93618E-11
DataValue, -4.4, 4.40828E-11
DataValue, -4.3500000000000005, 4.79618E-11
DataValue, -4.3, 5.00388E-11
DataValue, -4.25, 5.23266E-11
DataValue, -4.2, 5.74334E-11
DataValue, -4.15, 6.06416E-11
DataValue, -4.1, 6.4539599999999993E-11
DataValue, -4.05, 6.96118E-11
DataValue, -4, 7.8879599999999992E-11
DataValue, -3.95, 7.22676E-11
DataValue, -3.9, 8.2421E-11
DataValue, -3.85, 8.7005E-11
DataValue, -3.8000000000000003, 9.03354E-11
DataValue, -3.75, 9.40596E-11
DataValue, -3.7, 1.014874E-10
DataValue, -3.65, 1.1473199999999999E-10
DataValue, -3.6, 1.2834000000000002E-10
DataValue, -3.5500000000000003, 1.2599000000000002E-10
DataValue, -3.5, 1.4582000000000002E-10
DataValue, -3.45, 1.4372000000000002E-10
DataValue, -3.4, 1.7698000000000002E-10
DataValue, -3.35, 1.7489E-10
DataValue, -3.3000000000000003, 1.9101000000000002E-10
DataValue, -3.25, 1.8952E-10
DataValue, -3.2, 2.0111000000000002E-10
DataValue, -3.15, 2.2737E-10
DataValue, -3.1, 2.4226E-10
DataValue, -3.0500000000000003, 2.8513000000000003E-10
DataValue, -3, 3.0843000000000004E-10
DataValue, -2.95, 3.3902000000000003E-10
DataValue, -2.9, 4.0877000000000003E-10
DataValue, -2.85, 4.5715E-10
DataValue, -2.8000000000000003, 5.2978E-10
DataValue, -2.75, 6.105100000000001E-10
DataValue, -2.7, 6.4985000000000009E-10
DataValue, -2.65, 7.9307E-10
DataValue, -2.6, 8.7239E-10
DataValue, -2.5500000000000003, 9.7004E-10
DataValue, -2.5, 1.1182700000000001E-09
DataValue, -2.45, 1.0063E-09
DataValue, -2.4, 1.1406E-09
DataValue, -2.35, 1.3306E-09
DataValue, -2.3000000000000003, 1.4925E-09
DataValue, -2.25, 1.8618E-09
DataValue, -2.2, 2.073E-09
DataValue, -2.15, 2.3647E-09
DataValue, -2.1, 2.5738E-09
DataValue, -2.05, 2.8338E-09
DataValue, -2, 2.9463E-09
DataValue, -1.95, 3.4718E-09
DataValue, -1.9000000000000001, 3.6243E-09
DataValue, -1.85, 4.0726E-09
DataValue, -1.8, 4.4218E-09
DataValue, -1.75, 4.7379E-09
DataValue, -1.7, 5.2129E-09
DataValue, -1.6500000000000001, 5.7633E-09
DataValue, -1.6, 6.3279E-09
DataValue, -1.55, 6.8873E-09
DataValue, -1.5, 7.3125E-09
DataValue, -1.45, 7.5466E-09
DataValue, -1.4000000000000001, 8.3864E-09
DataValue, -1.35, 9.1981E-09
DataValue, -1.3, 9.7799E-09
DataValue, -1.25, 1.05002E-08
DataValue, -1.2, 1.12759E-08
DataValue, -1.1500000000000001, 1.17582E-08
DataValue, -1.1, 1.20636E-08
DataValue, -1.05, 1.2579599999999999E-08
DataValue, -1, 1.3321999999999999E-08
DataValue, -0.95000000000000007, 1.4197399999999998E-08
DataValue, -0.9, 1.4714399999999999E-08
DataValue, -0.85, 1.5141999999999998E-08
DataValue, -0.8, 1.60972E-08
DataValue, -0.75, 1.7107999999999997E-08
DataValue, -0.70000000000000007, 1.8636E-08
DataValue, -0.65, 2.0728399999999997E-08
DataValue, -0.6, 2.2301E-08
DataValue, -0.55, 2.4060399999999997E-08
DataValue, -0.5, 2.6214199999999997E-08
DataValue, -0.45, 2.8140199999999997E-08
DataValue, -0.4, 3.07442E-08
DataValue, -0.35000000000000003, 3.2684199999999994E-08
DataValue, -0.3, 3.5275199999999994E-08
DataValue, -0.25, 3.7372999999999993E-08
DataValue, -0.2, 3.9075E-08
DataValue, -0.15, 4.20302E-08
DataValue, -0.1, 4.5094999999999995E-08
DataValue, -0.05, 4.7028599999999995E-08
DataValue, 0, 4.9000599999999995E-08
DataValue, 0.05, 5.2254399999999994E-08
DataValue, 0.1, 5.5234199999999994E-08
DataValue, 0.15, 5.8063799999999992E-08
DataValue, 0.2, 6.0180999999999988E-08
DataValue, 0.25, 6.36758E-08
DataValue, 0.3, 6.583639999999999E-08
DataValue, 0.35000000000000003, 6.8663399999999993E-08
DataValue, 0.4, 7.2378999999999989E-08
DataValue, 0.45, 7.5126399999999989E-08
DataValue, 0.5, 7.71894E-08
DataValue, 0.55, 7.97618E-08
DataValue, 0.6, 8.30266E-08
DataValue, 0.65, 8.50128E-08
DataValue, 0.70000000000000007, 8.75284E-08
DataValue, 0.75, 9.10786E-08
DataValue, 0.8, 9.3885E-08
DataValue, 0.85, 9.649399999999999E-08
DataValue, 0.9, 9.6605399999999992E-08
DataValue, 0.95000000000000007, 1.0072579999999999E-07
DataValue, 1, 1.0287699999999999E-07
DataValue, 1.05, 1.0496559999999999E-07
DataValue, 1.1, 1.082596E-07
DataValue, 1.1500000000000001, 1.1012139999999999E-07
DataValue, 1.2, 1.128204E-07
DataValue, 1.25, 1.1499719999999999E-07
DataValue, 1.3, 1.1822E-07
DataValue, 1.35, 1.2113999999999999E-07
DataValue, 1.4000000000000001, 1.2304E-07
DataValue, 1.45, 1.2526E-07
DataValue, 1.5, 1.2772E-07
DataValue, 1.55, 1.3048E-07
DataValue, 1.6, 1.3352E-07
DataValue, 1.6500000000000001, 1.3439999999999999E-07
DataValue, 1.7, 1.37E-07
DataValue, 1.75, 1.3992E-07
DataValue, 1.8, 1.4132E-07
DataValue, 1.85, 1.4354E-07
DataValue, 1.9000000000000001, 1.4564E-07
DataValue, 1.95, 1.4712E-07
DataValue, 2, 1.4802E-07
DataValue, 2.05, 1.512E-07
DataValue, 2.1, 1.5353999999999998E-07
DataValue, 2.15, 1.562E-07
DataValue, 2.2, 1.5854E-07
DataValue, 2.25, 1.5974E-07
DataValue, 2.3000000000000003, 1.6163999999999998E-07
DataValue, 2.35, 1.6364E-07
DataValue, 2.4, 1.6548E-07
DataValue, 2.45, 1.6796E-07
DataValue, 2.5, 1.6962E-07
DataValue, 2.5500000000000003, 1.7124E-07
DataValue, 2.6, 1.7376E-07
DataValue, 2.65, 1.7568E-07
DataValue, 2.7, 1.7776E-07
DataValue, 2.75, 1.8033999999999999E-07
DataValue, 2.8000000000000003, 1.8164E-07
DataValue, 2.85, 1.833E-07
DataValue, 2.9, 1.8528E-07
DataValue, 2.95, 1.8748E-07
DataValue, 3, 1.9032E-07
DataValue, 3.0500000000000003, 1.9151999999999998E-07
DataValue, 3.1, 1.9342E-07
DataValue, 3.15, 1.963E-07
DataValue, 3.2, 1.9723999999999999E-07
DataValue, 3.25, 1.9996E-07
DataValue, 3.3000000000000003, 2.0038E-07
DataValue, 3.35, 2.0202E-07
DataValue, 3.4, 2.0392E-07
DataValue, 3.45, 2.0488E-07
DataValue, 3.5, 2.0712E-07
DataValue, 3.5500000000000003, 2.0906E-07
DataValue, 3.6, 2.1028E-07
DataValue, 3.65, 2.117E-07
DataValue, 3.7, 2.1214E-07
DataValue, 3.75, 2.146E-07
DataValue, 3.8000000000000003, 2.1581999999999998E-07
DataValue, 3.85, 2.1598E-07
DataValue, 3.9, 2.1674E-07
DataValue, 3.95, 2.1686E-07
DataValue, 4, 2.196E-07
DataValue, 4.05, 2.2152E-07
DataValue, 4.1, 2.2204E-07
DataValue, 4.15, 2.2292E-07
DataValue, 4.2, 2.2436E-07
DataValue, 4.25, 2.2612E-07
DataValue, 4.3, 2.2682E-07
DataValue, 4.3500000000000005, 2.28E-07
DataValue, 4.4, 2.2888E-07
DataValue, 4.45, 2.2958E-07
DataValue, 4.5, 2.3108E-07
DataValue, 4.55, 2.3213999999999999E-07
DataValue, 4.6000000000000005, 2.3478E-07
DataValue, 4.65, 2.368E-07
DataValue, 4.7, 2.3829999999999998E-07
DataValue, 4.75, 2.388E-07
DataValue, 4.8, 2.4058E-07
DataValue, 4.8500000000000005, 2.4204E-07
DataValue, 4.9, 2.4276E-07
DataValue, 4.95, 2.4324E-07
DataValue, 5, 2.4456E-07
DataValue, 5, 2.4398E-07
DataValue, 4.95, 2.4208E-07
DataValue, 4.9, 2.4252E-07
DataValue, 4.8500000000000005, 2.4162E-07
DataValue, 4.8, 2.4129999999999997E-07
DataValue, 4.75, 2.3996E-07
DataValue, 4.7, 2.3784E-07
DataValue, 4.65, 2.3686E-07
DataValue, 4.6000000000000005, 2.3633999999999998E-07
DataValue, 4.55, 2.3528E-07
DataValue, 4.5, 2.345E-07
DataValue, 4.45, 2.3386E-07
DataValue, 4.4, 2.3324E-07
DataValue, 4.3500000000000005, 2.319E-07
DataValue, 4.3, 2.2958E-07
DataValue, 4.25, 2.3016E-07
DataValue, 4.2, 2.2982E-07
DataValue, 4.15, 2.2672E-07
DataValue, 4.1, 2.2612E-07
DataValue, 4.05, 2.247E-07
DataValue, 4, 2.2346E-07
DataValue, 3.95, 2.2258E-07
DataValue, 3.9, 2.2146E-07
DataValue, 3.85, 2.1992E-07
DataValue, 3.8000000000000003, 2.1887999999999999E-07
DataValue, 3.75, 2.1651999999999998E-07
DataValue, 3.7, 2.166E-07
DataValue, 3.65, 2.157E-07
DataValue, 3.6, 2.1496E-07
